"Date","NHSE_Region_Code","NHSE_Region_Name","Org code","Org name","Grade Sort Order","Grade","Specialty Group","Specialty","Total FTE"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","6","Core Training","Anaesthetics","Intensive care medicine","10.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","6","Core Training","Clinical oncology","Clinical oncology","3.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","6","Core Training","Dental group","Oral and Maxillofacial Surgery","6.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","6","Core Training","Emergency Medicine","Emergency Medicine","12.88750"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","6","Core Training","General medicine group","Acute Internal Medicine","19.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","6","Core Training","General medicine group","Allergy","1.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","6","Core Training","General medicine group","Cardiology","2.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","6","Core Training","General medicine group","Endocrinology and diabetes mellitus","3.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","6","Core Training","General medicine group","Gastro-enterology","2.80000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","6","Core Training","General medicine group","General (internal) medicine","1.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","6","Core Training","General medicine group","Geriatric medicine","6.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","6","Core Training","General medicine group","Neurology","1.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","6","Core Training","General medicine group","Palliative medicine","2.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","6","Core Training","General medicine group","Renal medicine","3.64375"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","6","Core Training","General medicine group","Respiratory medicine","4.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","6","Core Training","Paediatric group","Paediatrics","3.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","6","Core Training","Pathology group","Haematology","2.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","6","Core Training","Surgical group","General surgery","8.85000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","6","Core Training","Surgical group","Ophthalmology","1.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","6","Core Training","Surgical group","Otolaryngology","3.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","6","Core Training","Surgical group","Trauma and orthopaedic surgery","15.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","6","Core Training","Surgical group","Urology","2.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","6","Core Training","Surgical group","Vascular Surgery","2.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","7","Foundation Doctor Year 2","Anaesthetics","Intensive care medicine","3.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","7","Foundation Doctor Year 2","Clinical oncology","Clinical oncology","2.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","7","Foundation Doctor Year 2","Emergency Medicine","Emergency Medicine","8.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","7","Foundation Doctor Year 2","General medicine group","Acute Internal Medicine","7.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","7","Foundation Doctor Year 2","General medicine group","Cardiology","1.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","7","Foundation Doctor Year 2","General medicine group","Endocrinology and diabetes mellitus","1.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","7","Foundation Doctor Year 2","General medicine group","Gastro-enterology","2.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","7","Foundation Doctor Year 2","General medicine group","Geriatric medicine","6.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","7","Foundation Doctor Year 2","General medicine group","Other Specialties","1.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","7","Foundation Doctor Year 2","General medicine group","Renal medicine","1.30625"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","7","Foundation Doctor Year 2","General medicine group","Respiratory medicine","1.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","7","Foundation Doctor Year 2","Obstetrics & gynaecology","Obstetrics and Gynaecology","3.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","7","Foundation Doctor Year 2","Paediatric group","Paediatrics","2.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","7","Foundation Doctor Year 2","Psychiatry group","General psychiatry","3.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","7","Foundation Doctor Year 2","Surgical group","General surgery","5.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","7","Foundation Doctor Year 2","Surgical group","Otolaryngology","1.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","8","Foundation Doctor Year 1","Anaesthetics","Intensive care medicine","3.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","8","Foundation Doctor Year 1","Emergency Medicine","Emergency Medicine","3.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","8","Foundation Doctor Year 1","General medicine group","Acute Internal Medicine","11.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","8","Foundation Doctor Year 1","General medicine group","Cardiology","1.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","8","Foundation Doctor Year 1","General medicine group","Endocrinology and diabetes mellitus","1.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","8","Foundation Doctor Year 1","General medicine group","General (internal) medicine","2.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","8","Foundation Doctor Year 1","General medicine group","Geriatric medicine","3.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","8","Foundation Doctor Year 1","General medicine group","Renal medicine","1.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","8","Foundation Doctor Year 1","General medicine group","Respiratory medicine","2.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","8","Foundation Doctor Year 1","Paediatric group","Paediatrics","3.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","8","Foundation Doctor Year 1","Pathology group","Histopathology","1.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","8","Foundation Doctor Year 1","Psychiatry group","General psychiatry","1.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","8","Foundation Doctor Year 1","Radiology group","Clinical radiology","1.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","8","Foundation Doctor Year 1","Surgical group","General surgery","16.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","9","Hospital Practitioner / Clinical Assistant","General medicine group","General Med Practitioner","4.18057"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","9","Hospital Practitioner / Clinical Assistant","Pathology group","General pathology",".10000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","9","Hospital Practitioner / Clinical Assistant","Surgical group","General surgery",".20000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","10","Other and Local HCHS Doctor Grades","General medicine group","General (internal) medicine","2.00000"
"2022-01-31","Y58","South West","REF","Royal Cornwall Hospitals NHS Trust","10","Other and Local HCHS Doctor Grades","General medicine group","Occupational medicine","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","Anaesthetics","Anaesthetics","41.10000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","Clinical oncology","Clinical oncology","6.63560"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","Dental group","Oral and Maxillofacial Surgery","4.95800"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","Dental group","Orthodontics","1.30000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","Dental group","Restorative dentistry","2.10000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","Dental group","Special Care Dentistry","1.60000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","Emergency Medicine","Emergency Medicine","14.05500"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","General medicine group","Acute Internal Medicine","7.42500"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","General medicine group","Cardiology","13.02400"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","General medicine group","Clinical neurophysiology","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","General medicine group","Dermatology",".10000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","General medicine group","Endocrinology and diabetes mellitus","3.83500"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","General medicine group","Gastro-enterology","7.32500"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","General medicine group","General Med Practitioner",".20000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","General medicine group","Genito-urinary medicine","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","General medicine group","Geriatric medicine","10.67700"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","General medicine group","Medical oncology","5.92370"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","General medicine group","Neurology","2.86000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","General medicine group","Other Specialties",".10000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","General medicine group","Palliative medicine","4.77500"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","General medicine group","Rehabilitation medicine","4.90000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","General medicine group","Renal medicine",".15000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","General medicine group","Respiratory medicine","5.85000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","General medicine group","Rheumatology","2.63980"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","Obstetrics & gynaecology","Community Sexual and Reproductive Health","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","Obstetrics & gynaecology","Obstetrics and Gynaecology","13.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","Paediatric group","Paediatrics","22.96640"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","Pathology group","Chemical pathology","4.45000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","Pathology group","Haematology","6.85000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","Pathology group","Histopathology","7.40000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","Psychiatry group","Child and adolescent psychiatry","5.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","Psychiatry group","General psychiatry","29.40000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","Psychiatry group","Old age psychiatry","2.30000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","Psychiatry group","Psychiatry of learning disability","2.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","Radiology group","Clinical radiology","19.68500"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","Surgical group","General surgery","16.14010"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","Surgical group","Ophthalmology","10.27670"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","Surgical group","Otolaryngology","7.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","Surgical group","Plastic surgery",".09400"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","Surgical group","Trauma and orthopaedic surgery","18.65000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","Surgical group","Urology","6.46330"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","1","Consultant","Surgical group","Vascular Surgery","6.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","2","Associate Specialist","Anaesthetics","Anaesthetics","4.60000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","2","Associate Specialist","Clinical oncology","Clinical oncology","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","2","Associate Specialist","Dental group","Oral and Maxillofacial Surgery","1.75000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","2","Associate Specialist","General medicine group","Dermatology",".90000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","2","Associate Specialist","General medicine group","General (internal) medicine","2.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","2","Associate Specialist","General medicine group","Geriatric medicine","1.75000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","2","Associate Specialist","General medicine group","Rehabilitation medicine","1.80160"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","2","Associate Specialist","General medicine group","Rheumatology",".31250"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","2","Associate Specialist","Obstetrics & gynaecology","Community Sexual and Reproductive Health","1.15000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","2","Associate Specialist","Paediatric group","Paediatrics","1.85100"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","2","Associate Specialist","Psychiatry group","Child and adolescent psychiatry","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","2","Associate Specialist","Psychiatry group","General psychiatry","7.72727"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","2","Associate Specialist","Psychiatry group","Old age psychiatry","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","2","Associate Specialist","Radiology group","Clinical radiology","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","2","Associate Specialist","Surgical group","General surgery","3.90000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","2","Associate Specialist","Surgical group","Ophthalmology","2.60000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","2","Associate Specialist","Surgical group","Otolaryngology","2.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","2","Associate Specialist","Surgical group","Trauma and orthopaedic surgery","2.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","2","Associate Specialist","Surgical group","Vascular Surgery","1.95500"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","3","Specialty Doctor","Anaesthetics","Anaesthetics","5.82500"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","3","Specialty Doctor","Clinical oncology","Clinical oncology","2.53250"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","3","Specialty Doctor","Dental group","Oral and Maxillofacial Surgery","6.11200"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","3","Specialty Doctor","Dental group","Orthodontics","1.25000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","3","Specialty Doctor","Dental group","Restorative dentistry",".60000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","3","Specialty Doctor","Emergency Medicine","Emergency Medicine","3.80000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","3","Specialty Doctor","General medicine group","Acute Internal Medicine","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","3","Specialty Doctor","General medicine group","Cardiology","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","3","Specialty Doctor","General medicine group","Gastro-enterology","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","3","Specialty Doctor","General medicine group","Other Specialties","2.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","3","Specialty Doctor","General medicine group","Palliative medicine",".60000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","3","Specialty Doctor","Obstetrics & gynaecology","Community Sexual and Reproductive Health",".75000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","3","Specialty Doctor","Paediatric group","Paediatrics",".60000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","3","Specialty Doctor","Pathology group","Histopathology","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","3","Specialty Doctor","Psychiatry group","Child and adolescent psychiatry","1.60000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","3","Specialty Doctor","Psychiatry group","General psychiatry","3.50000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","3","Specialty Doctor","Psychiatry group","Old age psychiatry","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","3","Specialty Doctor","Surgical group","General surgery","2.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","3","Specialty Doctor","Surgical group","Urology","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","4","Staff Grade","Emergency Medicine","Emergency Medicine",".76800"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","5","Specialty Registrar","Anaesthetics","Anaesthetics","11.90000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","5","Specialty Registrar","Anaesthetics","Intensive care medicine","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","5","Specialty Registrar","Clinical oncology","Clinical oncology","2.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","5","Specialty Registrar","Dental group","Oral and Maxillofacial Surgery","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","5","Specialty Registrar","Dental group","Oral Surgery","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","5","Specialty Registrar","Emergency Medicine","Emergency Medicine","5.68125"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","5","Specialty Registrar","General medicine group","Acute Internal Medicine","2.80000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","5","Specialty Registrar","General medicine group","Cardiology","6.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","5","Specialty Registrar","General medicine group","Endocrinology and diabetes mellitus","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","5","Specialty Registrar","General medicine group","Gastro-enterology","2.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","5","Specialty Registrar","General medicine group","General Practice (GP) 6 month Training","35.29375"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","5","Specialty Registrar","General medicine group","Geriatric medicine","4.96250"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","5","Specialty Registrar","General medicine group","Neurology","2.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","5","Specialty Registrar","General medicine group","Palliative medicine","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","5","Specialty Registrar","General medicine group","Respiratory medicine","2.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","5","Specialty Registrar","Obstetrics & gynaecology","Obstetrics and Gynaecology","8.90000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","5","Specialty Registrar","Paediatric group","Paediatrics","14.06875"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","5","Specialty Registrar","Pathology group","Haematology","2.27500"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","5","Specialty Registrar","Pathology group","Histopathology","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","5","Specialty Registrar","Psychiatry group","Child and adolescent psychiatry","1.62500"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","5","Specialty Registrar","Psychiatry group","General psychiatry","3.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","5","Specialty Registrar","Psychiatry group","Old age psychiatry","3.26250"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","5","Specialty Registrar","Radiology group","Clinical radiology","2.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","5","Specialty Registrar","Surgical group","General surgery","7.67500"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","5","Specialty Registrar","Surgical group","Ophthalmology","1.91250"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","5","Specialty Registrar","Surgical group","Otolaryngology","2.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","5","Specialty Registrar","Surgical group","Trauma and orthopaedic surgery","9.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","5","Specialty Registrar","Surgical group","Urology","3.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","5","Specialty Registrar","Surgical group","Vascular Surgery","4.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","6","Core Training","Anaesthetics","Anaesthetics","14.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","6","Core Training","Anaesthetics","Intensive care medicine","2.68750"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","6","Core Training","Clinical oncology","Clinical oncology","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","6","Core Training","Dental group","Oral and Maxillofacial Surgery","5.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","6","Core Training","Emergency Medicine","Emergency Medicine","3.80000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","6","Core Training","General medicine group","Acute Internal Medicine","8.60000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","6","Core Training","General medicine group","Cardiology","4.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","6","Core Training","General medicine group","Endocrinology and diabetes mellitus","3.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","6","Core Training","General medicine group","Gastro-enterology","3.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","6","Core Training","General medicine group","Geriatric medicine","4.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","6","Core Training","General medicine group","Neurology","2.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","6","Core Training","General medicine group","Rehabilitation medicine","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","6","Core Training","General medicine group","Respiratory medicine","2.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","6","Core Training","General medicine group","Rheumatology","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","6","Core Training","Obstetrics & gynaecology","Obstetrics and Gynaecology","2.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","6","Core Training","Paediatric group","Paediatrics","2.60000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","6","Core Training","Pathology group","Haematology","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","6","Core Training","Psychiatry group","Child and adolescent psychiatry","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","6","Core Training","Psychiatry group","General psychiatry","9.88750"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","6","Core Training","Psychiatry group","Psychiatry of learning disability","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","6","Core Training","Radiology group","Clinical radiology","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","6","Core Training","Surgical group","General surgery","10.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","6","Core Training","Surgical group","Ophthalmology","5.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","6","Core Training","Surgical group","Otolaryngology","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","6","Core Training","Surgical group","Trauma and orthopaedic surgery","5.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","6","Core Training","Surgical group","Vascular Surgery",".80000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","7","Foundation Doctor Year 2","Anaesthetics","Intensive care medicine","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","7","Foundation Doctor Year 2","Clinical oncology","Clinical oncology","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","7","Foundation Doctor Year 2","Emergency Medicine","Emergency Medicine","3.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","7","Foundation Doctor Year 2","General medicine group","Acute Internal Medicine","3.60000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","7","Foundation Doctor Year 2","General medicine group","Cardiology","4.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","7","Foundation Doctor Year 2","General medicine group","Endocrinology and diabetes mellitus","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","7","Foundation Doctor Year 2","General medicine group","Gastro-enterology","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","7","Foundation Doctor Year 2","General medicine group","General (internal) medicine","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","7","Foundation Doctor Year 2","General medicine group","Geriatric medicine","3.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","7","Foundation Doctor Year 2","General medicine group","Neurology","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","7","Foundation Doctor Year 2","General medicine group","Rehabilitation medicine","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","7","Foundation Doctor Year 2","General medicine group","Respiratory medicine","2.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","7","Foundation Doctor Year 2","Paediatric group","Paediatrics","1.00000"
"2022-01-31","Y58","South West","RH5","Somerset NHS Foundation Trust","7","Foundation Doctor Year 2","Psychiatry group","General psychiatry","2.00000"
